Sequence,Time,CampaignId,Kind,Action,Price,Volume,Filled,Raw,Allowed,Reasons,IntentId,Curve,Kappa,Policy,PendingIncrease,PendingReduce,Regime,Equity,Drawdown,Fees,MaximumVolume,Turnover,ExitReason,Ready,Quality,BrokerId,Side,IsLimit,OrderState,OrderFilled,OrderRemaining,SlippagePrice
"32","2026-09-25T00:00:17.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"33","2026-09-25T00:00:18.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"34","2026-09-25T00:00:18.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"35","2026-09-25T00:00:19.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"36","2026-09-25T00:00:19.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"37","2026-09-25T00:00:20.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"38","2026-09-25T00:00:20.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"39","2026-09-25T00:00:21.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"40","2026-09-25T00:00:21.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"41","2026-09-25T00:00:22.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"42","2026-09-25T00:00:22.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"43","2026-09-25T00:00:23.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"44","2026-09-25T00:00:23.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"45","2026-09-25T00:00:24.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"46","2026-09-25T00:00:24.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"47","2026-09-25T00:00:25.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"48","2026-09-25T00:00:25.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"49","2026-09-25T00:00:26.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"50","2026-09-25T00:00:26.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"51","2026-09-25T00:00:27.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"52","2026-09-25T00:00:27.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"53","2026-09-25T00:00:28.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"54","2026-09-25T00:00:28.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"55","2026-09-25T00:00:29.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"56","2026-09-25T00:00:29.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"57","2026-09-25T00:00:30.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"58","2026-09-25T00:00:30.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"59","2026-09-25T00:00:31.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","OK","","","","","","",""
"60","2026-09-25T00:00:31.0000000","S02","Decision","Wait","100","0","0","0","0","DATA_NOT_READY","","0","0","10","0","0","Normal","0","0","0","0","0","","False","STALE_OR_WARMUP","","","","","","",""
"61","2026-09-25T00:00:32.0000000","S02","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"62","2026-09-25T00:00:32.0000000","S02","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"63","2026-09-25T00:00:33.0000000","S02","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"64","2026-09-25T00:00:33.0000000","S02","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"65","2026-09-25T00:00:34.0000000","S02","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"66","2026-09-25T00:00:34.0000000","S02","Decision","Wait","100","0","0","0","0","","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"67","2026-09-25T00:00:35.0000000","S02","Decision","InitialEntry","100","10","0","0","0","INITIAL_ENTRY","","0","0","10","0","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"67","2026-09-25T00:00:35.0000000","S02","Intent","InitialEntry","100","10","0","0","0","PREPARED_BEFORE_SEND","S02/67","0","0","10","10","0","Normal","0","0","0","0","0","","True","OK","","Buy","False","Prepared","0","10",""
"68","2026-09-25T00:00:35.0000000","S02","Order","Working","0","0","0","0","0","ORDER_UPDATE","S02/67","0","0","10","10","0","Normal","0","0","0","0","0","","True","OK","0","Buy","False","Working","0","10",""
"69","2026-09-25T00:00:35.0000000","S02","Decision","Wait","100","0","0","0","0","PENDING_ORDER","","0","0","10","10","0","Normal","0","0","0","0","0","","True","OK","","","","","","",""
"70","2026-09-25T00:00:35.0000000","S02","Fill","FILL","100","10","10","0","0","ACTUAL_FILL","S02/67","0","0","10","0","0","Normal","0","0","0","10","10","","True","OK","0","Buy","False","Filled","10","0","0"
"71","2026-09-25T00:00:35.0000000","S02","Order","Filled","0","10","10","0","0","ORDER_UPDATE","S02/67","0","0","10","0","0","Normal","0","0","0","10","10","","True","OK","0","Buy","False","Filled","10","0",""
"72","2026-09-25T00:00:36.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"73","2026-09-25T00:00:36.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"74","2026-09-25T00:00:37.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"75","2026-09-25T00:00:37.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"76","2026-09-25T00:00:38.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"77","2026-09-25T00:00:38.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"78","2026-09-25T00:00:39.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"79","2026-09-25T00:00:39.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"80","2026-09-25T00:00:40.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"81","2026-09-25T00:00:40.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"82","2026-09-25T00:00:41.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"83","2026-09-25T00:00:41.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"84","2026-09-25T00:00:42.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"85","2026-09-25T00:00:42.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"86","2026-09-25T00:00:43.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"87","2026-09-25T00:00:43.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"88","2026-09-25T00:00:44.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"89","2026-09-25T00:00:44.0000000","S02","Decision","Wait","100","0","10","10","10","","","10","0.0000","10","0","0","Normal","0","0","0","10","10","","True","OK","","","","","","",""
"90","2026-09-25T00:00:45.0000000","S02","Decision","Add","98","4","10","14.00000","14","AVERAGE_ADVERSE","","14.0","0","14","0","0","Normal","-20","20","0","10","10","","True","OK","","","","","","",""
"90","2026-09-25T00:00:45.0000000","S02","Intent","Add","98","4","10","14.00000","14","PREPARED_BEFORE_SEND","S02/87","14.0","0","14","4","0","Normal","-20","20","0","10","10","","True","OK","","Buy","False","Prepared","0","4",""
"91","2026-09-25T00:00:45.0000000","S02","Order","Working","0","0","10","14.00000","14","ORDER_UPDATE","S02/87","14.0","0","14","4","0","Normal","-20","20","0","10","10","","True","OK","1","Buy","False","Working","0","4",""
"92","2026-09-25T00:00:45.0000000","S02","Decision","Wait","98","0","10","14.00000","14","PENDING_ORDER","","14.0","0","14","4","0","Normal","-20","20","0","10","10","","True","OK","","","","","","",""
"93","2026-09-25T00:00:45.0000000","S02","Fill","FILL","98","4","14","14.00000","14","ACTUAL_FILL","S02/87","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","1","Buy","False","Filled","4","0","0"
"94","2026-09-25T00:00:45.0000000","S02","Order","Filled","0","4","14","14.00000","14","ORDER_UPDATE","S02/87","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","1","Buy","False","Filled","4","0",""
"95","2026-09-25T00:00:46.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"96","2026-09-25T00:00:46.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"97","2026-09-25T00:00:47.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"98","2026-09-25T00:00:47.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"99","2026-09-25T00:00:48.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"100","2026-09-25T00:00:48.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"101","2026-09-25T00:00:49.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"102","2026-09-25T00:00:49.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"103","2026-09-25T00:00:50.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"104","2026-09-25T00:00:50.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"105","2026-09-25T00:00:51.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"106","2026-09-25T00:00:51.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"107","2026-09-25T00:00:52.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"108","2026-09-25T00:00:52.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"109","2026-09-25T00:00:53.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"110","2026-09-25T00:00:53.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"111","2026-09-25T00:00:54.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"112","2026-09-25T00:00:54.0000000","S02","Decision","Wait","98","0","14","14.00000","14","","","14.0","0","14","0","0","Normal","-20.00000000000000000000000002","20.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"113","2026-09-25T00:00:55.0000000","S02","Decision","Add","96","4","14","18.00000","18","AVERAGE_ADVERSE","","18.0","0","18","0","0","Normal","-48.00000000000000000000000002","48.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"113","2026-09-25T00:00:55.0000000","S02","Intent","Add","96","4","14","18.00000","18","PREPARED_BEFORE_SEND","S02/107","18.0","0","18","4","0","Normal","-48.00000000000000000000000002","48.00000000000000000000000002","0","14","14","","True","OK","","Buy","False","Prepared","0","4",""
"114","2026-09-25T00:00:55.0000000","S02","Order","Working","0","0","14","18.00000","18","ORDER_UPDATE","S02/107","18.0","0","18","4","0","Normal","-48.00000000000000000000000002","48.00000000000000000000000002","0","14","14","","True","OK","2","Buy","False","Working","0","4",""
"115","2026-09-25T00:00:55.0000000","S02","Decision","Wait","96","0","14","18.00000","18","PENDING_ORDER","","18.0","0","18","4","0","Normal","-48.00000000000000000000000002","48.00000000000000000000000002","0","14","14","","True","OK","","","","","","",""
"116","2026-09-25T00:00:55.0000000","S02","Fill","FILL","96","4","18","18.00000","18","ACTUAL_FILL","S02/107","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","2","Buy","False","Filled","4","0","0"
"117","2026-09-25T00:00:55.0000000","S02","Order","Filled","0","4","18","18.00000","18","ORDER_UPDATE","S02/107","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","2","Buy","False","Filled","4","0",""
"118","2026-09-25T00:00:56.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"119","2026-09-25T00:00:56.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"120","2026-09-25T00:00:57.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"121","2026-09-25T00:00:57.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"122","2026-09-25T00:00:58.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"123","2026-09-25T00:00:58.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"124","2026-09-25T00:00:59.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"125","2026-09-25T00:00:59.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"126","2026-09-25T00:01:00.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"127","2026-09-25T00:01:00.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"128","2026-09-25T00:01:01.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"129","2026-09-25T00:01:01.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"130","2026-09-25T00:01:02.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"131","2026-09-25T00:01:02.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"132","2026-09-25T00:01:03.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"133","2026-09-25T00:01:03.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"134","2026-09-25T00:01:04.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
"135","2026-09-25T00:01:04.0000000","S02","Decision","Wait","96","0","18","18.00000","18","","","18.0","0","18","0","0","Normal","-48.00000000000000000000000006","48.00000000000000000000000006","0","18","18","","True","OK","","","","","","",""
